,date,customer_id,item_id,quantity,price_per_unit,amount,Vrh_No
424,06-05-2019,customer16,Item_7,220.0,22.0,4840.0,137
425,07-05-2019,customer72,Item_7,140.0,22.0,3080.0,138
426,07-05-2019,customer72,Item_46,20.5,18.0,369.0,138
427,07-05-2019,customer79,Item_10,150.0,14.0,2100.0,139
428,07-05-2019,customer79,Item_1,120.0,20.0,2400.0,139
429,07-05-2019,customer79,Item_20,200.0,8.5,1700.0,139
430,08-05-2019,customer38,Item_2,80.0,21.0,1680.0,140
431,08-05-2019,customer38,Item_6,50.0,16.0,800.0,140
432,08-05-2019,customer38,Item_7,204.0,20.5,4182.0,140
433,08-05-2019,customer13,Item_2,50.0,22.0,1100.0,141
434,08-05-2019,customer13,Item_6,30.0,17.0,510.0,141
435,08-05-2019,customer13,Item_4,60.0,26.0,1560.0,141
436,09-05-2019,customer14,Item_6,700.0,16.67,11669.0,142
437,09-05-2019,customer12,Item_6,3400.0,16.5,56100.0,143
438,09-05-2019,customer12,Item_1,400.0,18.5,7400.0,143
439,09-05-2019,customer12,Item_4,550.0,28.0,15400.0,143
440,09-05-2019,customer12,Item_2,680.0,24.0,16320.0,143
441,09-05-2019,customer2,Item_6,110.0,17.0,1870.0,144
442,09-05-2019,customer2,Item_1,70.0,20.0,1400.0,144
443,09-05-2019,customer2,Item_4,24.0,35.0,840.0,144
444,09-05-2019,customer2,Item_7,140.0,22.0,3080.0,144
445,09-05-2019,customer2,Item_18,12.3,35.0,430.5,144
446,09-05-2019,customer2,Item_2,20.0,26.0,520.0,144
447,09-05-2019,customer80,Item_7,578.0,22.0,12716.0,145
448,10-05-2019,customer16,Item_7,44.0,22.0,968.0,146
449,10-05-2019,customer16,Item_19,50.0,7.5,375.0,146
450,10-05-2019,customer5,Item_9,2400.0,11.5,27600.0,147
451,10-05-2019,customer36,Item_16,106.25,85.0,9031.25,148
452,10-05-2019,customer36,Item_15,48.0,80.0,3840.0,148
453,10-05-2019,customer36,Item_27,20.0,48.0,960.0,148
454,10-05-2019,customer36,Item_18,72.0,67.0,4824.0,148
455,11-05-2019,customer5,Item_19,2000.0,7.0,14000.0,149
456,13-05-2019,customer68,Item_27,10.0,52.0,520.0,150
457,13-05-2019,customer68,Item_15,60.0,85.0,5100.0,150
458,13-05-2019,customer68,Item_18,139.25,75.0,10443.75,150
459,13-05-2019,customer68,Item_7,362.0,22.0,7964.0,150
460,13-05-2019,customer68,Item_24,100.0,35.0,3500.0,150
461,13-05-2019,customer33,Item_6,1860.0,17.0,31620.0,151
462,13-05-2019,customer33,Item_3,1.0,7.75,7.75,151
463,13-05-2019,customer33,Item_2,40.0,22.0,880.0,151
464,14-05-2019,customer8,Item_2,600.0,23.25,13950.0,152
465,14-05-2019,customer8,Item_2,360.0,20.5,7380.0,152
466,14-05-2019,customer8,Item_6,980.0,16.5,16170.0,152
467,14-05-2019,customer8,Item_47,25.0,48.0,1200.0,152
468,14-05-2019,customer8,Item_32,10.0,55.0,550.0,152
469,14-05-2019,customer8,Item_16,36.0,84.0,3024.0,152
470,15-05-2019,customer45,Item_6,337.0,16.5,5560.5,153
471,15-05-2019,customer45,Item_4,1.0,15.5,15.5,153
472,15-05-2019,customer38,Item_3,24.0,55.0,1320.0,154
473,15-05-2019,customer38,Item_26,37.0,38.0,1406.0,154
474,15-05-2019,customer38,Item_3,23.0,67.0,1541.0,154
475,15-05-2019,customer38,Item_3,100.0,30.0,3000.0,154
476,15-05-2019,customer38,Item_16,12.0,90.0,1080.0,154
477,15-05-2019,customer38,Item_7,464.5,20.5,9522.25,154
478,15-05-2019,customer38,Item_3,10.0,45.0,450.0,154
479,15-05-2019,customer38,Item_3,120.0,23.0,2760.0,154
480,15-05-2019,customer80,Item_7,1285.5,22.0,28281.0,155
481,15-05-2019,customer80,Item_1,20.0,20.0,400.0,155
482,15-05-2019,customer80,Item_2,30.0,22.0,660.0,155
483,15-05-2019,customer80,Item_3,15.0,50.0,750.0,155
484,15-05-2019,customer6,Item_1,140.0,19.5,2730.0,156
485,15-05-2019,customer81,Item_10,25.0,14.0,350.0,157
486,15-05-2019,customer81,Item_2,60.0,22.0,1320.0,157
487,15-05-2019,customer81,Item_9,25.0,12.0,300.0,157
488,15-05-2019,customer81,Item_37,50.0,38.0,1900.0,157
489,15-05-2019,customer81,Item_3,34.0,35.0,1190.0,157
490,15-05-2019,customer81,Item_3,15.0,30.0,450.0,157
491,15-05-2019,customer81,Item_19,50.0,7.5,375.0,157
492,15-05-2019,customer81,Item_6,130.0,17.0,2210.0,157
493,15-05-2019,customer81,Item_5,50.0,40.0,2000.0,157
494,15-05-2019,customer81,Item_12,50.0,35.0,1750.0,157
495,15-05-2019,customer81,Item_1,60.0,20.0,1200.0,157
496,15-05-2019,customer81,Item_3,10.0,20.0,200.0,157
497,15-05-2019,customer65,Item_28,144.0,85.0,12240.0,158
498,15-05-2019,customer65,Item_1,60.0,20.0,1200.0,158
499,15-05-2019,customer65,Item_30,36.0,28.0,1008.0,158
500,15-05-2019,customer65,Item_3,45.0,30.0,1350.0,158
501,16-05-2019,customer4,Item_27,68.0,48.0,3264.0,159
502,16-05-2019,customer4,Item_1,10.0,20.0,200.0,159
503,16-05-2019,customer4,Item_21,30.0,30.0,900.0,159
504,16-05-2019,customer4,Item_34,30.0,65.0,1950.0,159
505,16-05-2019,customer4,Item_1,90.0,20.0,1800.0,159
506,16-05-2019,customer4,Item_27,378.0,48.0,18144.0,159
507,16-05-2019,customer12,Item_27,730.0,48.0,35040.0,160
508,16-05-2019,customer12,Item_3,750.0,23.0,17250.0,160
509,16-05-2019,customer44,Item_1,600.0,19.25,11550.0,161
510,16-05-2019,customer44,Item_6,80.0,16.5,1320.0,161
511,16-05-2019,customer44,Item_8,120.0,38.5,4620.0,161
512,16-05-2019,customer44,Item_38,50.0,38.0,1900.0,161
513,16-05-2019,customer44,Item_3,30.0,25.0,750.0,161
514,16-05-2019,customer44,Item_3,15.0,45.0,675.0,161
515,16-05-2019,customer44,Item_3,40.0,55.0,2200.0,161
516,16-05-2019,customer44,Item_18,44.75,69.0,3087.75,161
517,16-05-2019,customer44,Item_42,24.0,50.0,1200.0,161
518,16-05-2019,customer44,Item_24,56.6,32.0,1811.2,161
519,16-05-2019,customer2,Item_6,10.0,16.5,165.0,162
520,16-05-2019,customer30,Item_3,45.0,25.0,1125.0,163
521,16-05-2019,customer30,Item_2,60.0,24.0,1440.0,163
522,16-05-2019,customer30,Item_38,12.0,38.0,456.0,163
523,16-05-2019,customer30,Item_1,20.0,20.0,400.0,163
524,17-05-2019,customer82,Item_48,111.0,40.0,4440.0,164
525,17-05-2019,customer82,Item_3,1.0,24.0,24.0,164
526,17-05-2019,customer36,Item_34,150.0,63.0,9450.0,165
527,17-05-2019,customer20,Item_6,566.0,17.0,9622.0,166
528,17-05-2019,customer20,Item_3,1.0,8.0,8.0,166
529,17-05-2019,customer3,Item_2,40.0,24.0,960.0,167
530,17-05-2019,customer3,Item_2,200.0,24.0,4800.0,167
531,17-05-2019,customer3,Item_7,600.0,22.0,13200.0,167
532,17-05-2019,customer2,Item_6,500.0,17.0,8500.0,168
533,19-05-2019,customer3,Item_3,300.0,9.0,2700.0,169
534,19-05-2019,customer5,Item_2,1980.0,23.5,46530.0,170
535,20-05-2019,customer13,Item_6,800.0,17.0,13600.0,171
536,20-05-2019,customer13,Item_3,1.0,12.0,12.0,171
537,20-05-2019,customer83,Item_7,759.0,22.0,16698.0,172
538,20-05-2019,customer83,Item_24,62.4,35.0,2184.0,172
539,20-05-2019,customer12,Item_3,227.0,23.0,5221.0,173
540,20-05-2019,customer12,Item_3,127.0,30.0,3810.0,173
541,20-05-2019,customer12,Item_3,45.0,20.0,900.0,173
542,20-05-2019,customer12,Item_38,24.0,38.0,912.0,173
543,20-05-2019,customer12,Item_3,120.0,35.0,4200.0,173
544,20-05-2019,customer12,Item_3,160.0,40.0,6400.0,173
545,20-05-2019,customer12,Item_3,40.0,55.0,2200.0,173
546,20-05-2019,customer12,Item_3,20.0,50.0,1000.0,173
547,20-05-2019,customer12,Item_3,30.0,45.0,1350.0,173
548,20-05-2019,customer12,Item_3,20.0,75.0,1500.0,173
549,20-05-2019,customer12,Item_3,20.0,60.0,1200.0,173
550,20-05-2019,customer12,Item_3,20.0,105.0,2100.0,173
551,20-05-2019,customer12,Item_3,15.0,37.0,555.0,173
552,20-05-2019,customer12,Item_3,1000.0,40.0,40000.0,173
553,20-05-2019,customer84,Item_6,2461.0,17.0,41837.0,174
554,20-05-2019,customer84,Item_3,1.0,6.25,6.25,174
555,20-05-2019,customer84,Item_19,1190.0,7.5,8925.0,175
556,20-05-2019,customer85,Item_47,24.3,48.0,1166.4,176
557,20-05-2019,customer2,Item_6,25.0,17.0,425.0,177
558,20-05-2019,customer16,Item_6,360.0,16.5,5940.0,178
559,22-05-2019,customer54,Item_29,84.0,40.0,3360.0,179
560,22-05-2019,customer54,Item_27,70.0,50.0,3500.0,179
561,22-05-2019,customer54,Item_16,12.0,90.0,1080.0,179
562,22-05-2019,customer54,Item_2,40.0,24.0,960.0,179
563,22-05-2019,customer54,Item_24,33.7,32.0,1078.4,179
564,22-05-2019,customer54,Item_32,24.0,60.0,1440.0,179
565,22-05-2019,customer46,Item_6,230.0,17.0,3910.0,180
566,22-05-2019,customer46,Item_18,60.0,65.0,3900.0,180
567,22-05-2019,customer46,Item_15,60.0,85.0,5100.0,180
568,22-05-2019,customer46,Item_49,24.0,60.0,1440.0,180
569,22-05-2019,customer46,Item_16,12.0,95.0,1140.0,180
570,22-05-2019,customer46,Item_39,10.75,75.0,806.25,180
571,22-05-2019,customer46,Item_42,12.0,55.0,660.0,180
572,22-05-2019,customer46,Item_14,4.0,60.0,240.0,180
573,22-05-2019,customer46,Item_24,93.4,32.0,2988.8,180
574,22-05-2019,customer46,Item_5,229.0,40.0,9160.0,180
575,22-05-2019,customer46,Item_7,871.0,22.0,19162.0,181
576,22-05-2019,customer46,Item_3,1.0,27.0,27.0,181
577,22-05-2019,customer66,Item_29,600.0,48.0,28800.0,182
578,22-05-2019,customer66,Item_16,44.0,90.0,3960.0,182
579,22-05-2019,customer66,Item_50,12.0,60.0,720.0,182
580,22-05-2019,customer66,Item_43,10.25,70.0,717.5,182
581,22-05-2019,customer66,Item_49,12.0,60.0,720.0,182
582,22-05-2019,customer66,Item_11,668.0,35.0,23380.0,182
583,22-05-2019,customer66,Item_48,20.0,41.0,820.0,182
584,23-05-2019,customer8,Item_43,72.0,74.0,5328.0,183
585,23-05-2019,customer8,Item_50,12.0,80.0,960.0,183
586,23-05-2019,customer8,Item_41,24.0,55.0,1320.0,183
587,23-05-2019,customer8,Item_3,10.0,73.0,730.0,183
588,23-05-2019,customer8,Item_3,20.0,100.0,2000.0,183
589,23-05-2019,customer8,Item_2,100.0,23.25,2325.0,183
590,23-05-2019,customer8,Item_27,112.0,48.0,5376.0,183
591,23-05-2019,customer8,Item_8,50.0,38.0,1900.0,183
592,23-05-2019,customer8,Item_29,288.0,36.0,10368.0,183
593,23-05-2019,customer86,Item_34,414.0,68.0,28152.0,184
594,23-05-2019,customer86,Item_7,1079.0,22.0,23738.0,184
595,23-05-2019,customer86,Item_3,1.0,13.0,13.0,184
596,24-05-2019,customer87,Item_32,12.0,55.0,660.0,185
597,24-05-2019,customer87,Item_32,24.0,50.0,1200.0,185
598,24-05-2019,customer87,Item_43,36.0,100.0,3600.0,185
599,24-05-2019,customer87,Item_27,200.0,48.0,9600.0,185
600,26-05-2019,customer18,Item_7,420.0,22.0,9240.0,186
601,26-05-2019,customer23,Item_28,120.0,85.0,10200.0,187
602,26-05-2019,customer30,Item_12,50.0,32.0,1600.0,188
603,26-05-2019,customer5,Item_27,140.0,48.0,6720.0,189
604,26-05-2019,customer63,Item_3,30.0,25.0,750.0,190
605,26-05-2019,customer63,Item_8,20.0,40.0,800.0,190
606,26-05-2019,customer63,Item_27,20.0,48.0,960.0,190
607,26-05-2019,customer19,Item_7,1989.0,22.0,43758.0,191
608,26-05-2019,customer19,Item_3,1.0,13.75,13.75,191
609,29-05-2019,customer88,Item_7,1410.0,22.0,31020.0,192
610,29-05-2019,customer88,Item_3,1.0,25.0,25.0,192
611,31-05-2019,customer36,Item_2,640.0,23.5,15040.0,193
612,31-05-2019,customer36,Item_1,170.0,19.5,3315.0,193
613,31-05-2019,customer36,Item_40,12.0,50.0,600.0,193
614,31-05-2019,customer36,Item_3,15.0,25.0,375.0,193
615,01-06-2019,customer4,Item_6,658.0,17.0,11186.0,194
616,01-06-2019,customer4,Item_3,1.0,18.0,18.0,194
617,01-06-2019,customer63,Item_24,18.0,35.0,630.0,195
618,01-06-2019,customer12,Item_33,370.5,29.0,10744.5,196
619,01-06-2019,customer12,Item_2,1200.0,22.0,26400.0,196
620,01-06-2019,customer12,Item_19,500.0,7.0,3500.0,196
621,01-06-2019,customer12,Item_7,400.0,22.0,8800.0,196
622,01-06-2019,customer65,Item_36,36.0,85.0,3060.0,197
623,01-06-2019,customer65,Item_1,140.0,20.0,2800.0,197
624,01-06-2019,customer65,Item_7,44.0,22.0,968.0,197
625,02-06-2019,customer6,Item_1,120.0,19.5,2340.0,198
626,02-06-2019,customer85,Item_3,100.0,38.0,3800.0,199
627,02-06-2019,customer17,Item_34,96.0,64.0,6144.0,200
628,02-06-2019,customer12,Item_3,30.0,105.0,3150.0,201
629,05-06-2019,customer41,Item_1,70.0,20.0,1400.0,202
630,05-06-2019,customer41,Item_36,30.0,85.0,2550.0,202
631,05-06-2019,customer41,Item_4,70.0,30.0,2100.0,202
632,06-06-2019,customer8,Item_4,360.0,23.25,8370.0,203
633,06-06-2019,customer8,Item_50,76.6,47.0,3600.2,203
634,06-06-2019,customer8,Item_18,12.0,50.0,600.0,203
635,06-06-2019,customer89,Item_4,350.0,32.0,11200.0,204
636,06-06-2019,customer89,Item_4,62.0,40.0,2480.0,204
637,06-06-2019,customer90,Item_9,50.0,12.0,600.0,205
638,06-06-2019,customer90,Item_4,45.0,40.0,1800.0,205
639,06-06-2019,customer90,Item_4,25.0,45.0,1125.0,205
640,06-06-2019,customer90,Item_4,10.0,28.0,280.0,205
641,06-06-2019,customer90,Item_4,20.0,30.0,600.0,205
642,07-06-2019,customer2,Item_4,200.0,25.75,5150.0,206
643,07-06-2019,customer2,Item_4,1.0,13.0,13.0,206
644,08-06-2019,customer13,Item_1,10.0,20.0,200.0,207
645,08-06-2019,customer13,Item_6,120.0,17.0,2040.0,207
646,08-06-2019,customer13,Item_4,310.0,22.0,6820.0,207
647,08-06-2019,customer13,Item_4,60.0,25.0,1500.0,207
648,08-06-2019,customer13,Item_5,52.0,52.0,2704.0,207
649,09-06-2019,customer91,Item_3,20.0,10.0,200.0,208
650,09-06-2019,customer91,Item_3,10.0,28.0,280.0,208
651,09-06-2019,customer91,Item_3,10.0,53.0,530.0,208
652,09-06-2019,customer91,Item_3,10.0,48.0,480.0,208
653,09-06-2019,customer91,Item_3,10.0,21.0,210.0,208
654,09-06-2019,customer91,Item_3,60.0,24.0,1440.0,208
655,09-06-2019,customer91,Item_18,50.1,48.0,2404.8,208
656,09-06-2019,customer91,Item_51,20.0,55.0,1100.0,208
657,09-06-2019,customer91,Item_18,13.25,68.0,901.0,208
658,09-06-2019,customer91,Item_18,18.1,40.0,724.0,208
659,09-06-2019,customer91,Item_3,20.0,17.0,340.0,208
660,09-06-2019,customer91,Item_18,10.8,68.0,734.4,208
661,10-06-2019,customer57,Item_1,120.0,20.0,2400.0,209
662,10-06-2019,customer57,Item_4,60.0,25.0,1500.0,209
663,10-06-2019,customer57,Item_4,50.0,32.0,1600.0,209
664,11-06-2019,customer66,Item_18,624.0,65.0,40560.0,210
665,11-06-2019,customer66,Item_7,180.0,22.0,3960.0,210
666,11-06-2019,customer77,Item_18,24.0,52.0,1248.0,211
667,11-06-2019,customer77,Item_3,50.0,42.0,2100.0,211
668,11-06-2019,customer77,Item_3,120.0,22.0,2640.0,211
669,11-06-2019,customer77,Item_6,70.0,17.0,1190.0,211
670,11-06-2019,customer23,Item_9,50.0,12.0,600.0,212
671,12-06-2019,customer16,Item_18,23.0,70.0,1610.0,213
672,12-06-2019,customer16,Item_6,20.0,17.0,340.0,213
673,12-06-2019,customer16,Item_19,100.0,7.5,750.0,213
674,12-06-2019,customer2,Item_6,20.0,17.0,340.0,214
675,12-06-2019,customer2,Item_7,80.0,22.0,1760.0,214
676,12-06-2019,customer92,Item_36,24.0,85.0,2040.0,215
677,12-06-2019,customer92,Item_6,140.0,17.0,2380.0,215
678,12-06-2019,customer92,Item_4,60.0,24.0,1440.0,215
679,12-06-2019,customer92,Item_4,25.0,30.0,750.0,215
680,13-06-2019,customer85,Item_3,100.0,27.0,2700.0,216
681,13-06-2019,customer85,Item_1,1428.0,24.0,34272.0,216
682,13-06-2019,customer85,Item_6,200.0,15.75,3150.0,216
683,14-06-2019,customer85,Item_18,64.0,48.0,3072.0,217
684,14-06-2019,customer85,Item_4,20.0,53.0,1060.0,217
685,14-06-2019,customer85,Item_4,40.0,38.0,1520.0,217
686,14-06-2019,customer85,Item_4,30.0,28.0,840.0,217
687,14-06-2019,customer85,Item_34,50.0,64.0,3200.0,217
688,14-06-2019,customer85,Item_16,35.0,84.0,2940.0,217
689,14-06-2019,customer85,Item_18,10.0,80.0,800.0,217
690,14-06-2019,customer85,Item_18,39.5,70.0,2765.0,217
691,14-06-2019,customer85,Item_18,12.0,100.0,1200.0,217
692,14-06-2019,customer85,Item_18,72.0,50.0,3600.0,217
693,14-06-2019,customer85,Item_6,450.0,15.75,7087.5,217
694,14-06-2019,customer85,Item_4,80.0,20.5,1640.0,217
695,14-06-2019,customer85,Item_33,24.6,29.0,713.4,217
696,14-06-2019,customer85,Item_7,980.5,22.0,21571.0,217
697,14-06-2019,customer85,Item_29,144.0,45.0,6480.0,217
698,14-06-2019,customer85,Item_36,36.0,80.0,2880.0,217
699,15-06-2019,customer16,Item_7,142.0,22.0,3124.0,218
700,15-06-2019,customer93,Item_36,120.0,85.0,10200.0,219
701,15-06-2019,customer93,Item_18,84.0,68.0,5712.0,219
702,15-06-2019,customer93,Item_4,75.0,45.0,3375.0,219
703,15-06-2019,customer93,Item_4,10.0,35.0,350.0,219
704,15-06-2019,customer93,Item_4,10.0,60.0,600.0,219
705,15-06-2019,customer93,Item_4,10.0,65.0,650.0,219
706,15-06-2019,customer2,Item_4,20.0,35.0,700.0,220
707,15-06-2019,customer2,Item_4,10.0,10.0,100.0,220
708,15-06-2019,customer2,Item_4,60.0,30.0,1800.0,220
709,15-06-2019,customer2,Item_4,20.0,45.0,900.0,220
710,15-06-2019,customer2,Item_6,90.0,17.0,1530.0,220
711,15-06-2019,customer2,Item_5,20.0,42.0,840.0,220
712,15-06-2019,customer2,Item_29,5.0,40.0,200.0,220
713,15-06-2019,customer69,Item_1,200.0,18.5,3700.0,221
714,15-06-2019,customer69,Item_9,100.0,11.5,1150.0,221
715,15-06-2019,customer69,Item_10,50.0,13.0,650.0,221
716,15-06-2019,customer69,Item_7,890.0,20.0,17800.0,221
717,15-06-2019,customer46,Item_36,120.0,80.0,9600.0,222
718,16-06-2019,customer8,Item_29,192.0,36.0,6912.0,223
719,16-06-2019,customer8,Item_4,160.0,23.25,3720.0,223
720,16-06-2019,customer8,Item_48,120.0,38.0,4560.0,223
721,16-06-2019,customer8,Item_27,298.0,48.0,14304.0,223
722,16-06-2019,customer8,Item_7,716.5,21.0,15046.5,223
723,16-06-2019,customer8,Item_4,20.0,51.0,1020.0,223
724,16-06-2019,customer8,Item_16,12.0,80.0,960.0,223
725,16-06-2019,customer8,Item_18,36.75,62.0,2278.5,223
726,16-06-2019,customer2,Item_6,200.0,17.0,3400.0,224
727,17-06-2019,customer2,Item_7,400.0,22.0,8800.0,225
728,17-06-2019,customer2,Item_4,1.0,9.0,9.0,225
729,17-06-2019,customer94,Item_27,44.0,50.0,2200.0,226
730,17-06-2019,customer94,Item_31,60.0,25.0,1500.0,226
731,17-06-2019,customer94,Item_4,25.0,25.0,625.0,226
732,17-06-2019,customer94,Item_4,10.0,40.0,400.0,226
733,17-06-2019,customer94,Item_52,42.0,80.0,3360.0,226
734,17-06-2019,customer94,Item_27,20.0,50.0,1000.0,226
735,17-06-2019,customer2,Item_7,403.0,21.0,8463.0,227
736,17-06-2019,customer2,Item_4,1.0,17.0,17.0,227
737,18-06-2019,customer95,Item_52,216.0,85.0,18360.0,228
738,18-06-2019,customer63,Item_27,40.0,48.0,1920.0,229
739,18-06-2019,customer63,Item_2,80.0,24.0,1920.0,229
740,18-06-2019,customer96,Item_7,1294.0,22.0,28468.0,230
741,18-06-2019,customer96,Item_29,72.0,42.0,3024.0,230
742,18-06-2019,customer96,Item_27,98.0,50.0,4900.0,230
743,18-06-2019,customer96,Item_2,360.0,24.0,8640.0,230
744,18-06-2019,customer96,Item_2,120.0,22.0,2640.0,230
745,18-06-2019,customer96,Item_16,24.0,95.0,2280.0,230
746,18-06-2019,customer96,Item_34,30.0,65.0,1950.0,230
747,18-06-2019,customer2,Item_6,250.0,17.0,4250.0,231
748,18-06-2019,customer2,Item_3,10.0,45.0,450.0,231
749,18-06-2019,customer2,Item_37,15.0,38.0,570.0,231
750,18-06-2019,customer2,Item_5,15.0,40.0,600.0,231
751,18-06-2019,customer50,Item_7,1118.0,21.0,23478.0,232
752,18-06-2019,customer50,Item_4,1.0,6.0,6.0,232
753,19-06-2019,customer2,Item_6,300.0,17.0,5100.0,233
754,19-06-2019,customer45,Item_33,130.0,30.0,3900.0,234
755,19-06-2019,customer37,Item_36,120.0,85.0,10200.0,235
756,19-06-2019,customer37,Item_2,120.0,22.0,2640.0,235
757,19-06-2019,customer37,Item_4,120.0,32.0,3840.0,235
758,19-06-2019,customer37,Item_6,240.0,17.0,4080.0,235
759,19-06-2019,customer97,Item_5,200.0,42.0,8400.0,236
760,19-06-2019,customer97,Item_31,120.0,26.0,3120.0,236
761,19-06-2019,customer97,Item_2,440.0,24.0,10560.0,236
762,19-06-2019,customer97,Item_1,540.0,20.0,10800.0,236
763,19-06-2019,customer97,Item_19,75.0,7.5,562.5,236
764,19-06-2019,customer97,Item_4,20.0,40.0,800.0,236
765,19-06-2019,customer97,Item_4,12.0,35.0,420.0,236
766,19-06-2019,customer97,Item_4,10.0,30.0,300.0,236
767,19-06-2019,customer97,Item_4,10.0,50.0,500.0,236
768,19-06-2019,customer97,Item_4,10.0,60.0,600.0,236
769,19-06-2019,customer97,Item_27,196.0,52.0,10192.0,236
770,19-06-2019,customer97,Item_48,20.0,42.0,840.0,236
771,19-06-2019,customer97,Item_29,108.0,48.0,5184.0,236
772,19-06-2019,customer97,Item_7,344.5,22.0,7579.0,236
773,19-06-2019,customer2,Item_6,230.0,17.0,3910.0,237
774,19-06-2019,customer98,Item_7,2598.0,21.0,54558.0,238
775,19-06-2019,customer98,Item_4,1.0,27.5,27.5,238
776,20-06-2019,customer99,Item_12,260.0,32.0,8320.0,239
777,20-06-2019,customer99,Item_5,327.0,42.0,13734.0,239
778,20-06-2019,customer99,Item_1,160.0,20.0,3200.0,239
779,20-06-2019,customer99,Item_6,10.0,17.0,170.0,239
780,20-06-2019,customer99,Item_30,11.0,28.0,308.0,239
781,20-06-2019,customer99,Item_3,20.0,35.0,700.0,239
782,20-06-2019,customer99,Item_3,10.0,40.0,400.0,239
783,20-06-2019,customer99,Item_3,10.0,45.0,450.0,239
784,20-06-2019,customer99,Item_52,15.0,85.0,1275.0,239
785,20-06-2019,customer85,Item_5,720.0,38.0,27360.0,240
786,22-06-2019,customer98,Item_36,25.0,95.0,2375.0,241
787,22-06-2019,customer98,Item_52,96.0,85.0,8160.0,241
788,22-06-2019,customer98,Item_37,50.0,40.0,2000.0,241
789,22-06-2019,customer98,Item_10,75.0,14.0,1050.0,241
790,22-06-2019,customer98,Item_9,75.0,12.0,900.0,241
791,22-06-2019,customer98,Item_2,120.0,22.0,2640.0,241
792,22-06-2019,customer98,Item_4,25.0,48.0,1200.0,241
793,23-06-2019,customer73,Item_9,125.0,11.5,1437.5,242
794,23-06-2019,customer73,Item_4,60.0,30.0,1800.0,242
795,23-06-2019,customer6,Item_1,180.0,19.5,3510.0,243
796,23-06-2019,customer42,Item_7,1665.2,20.0,33304.0,244
797,24-06-2019,customer68,Item_27,50.0,52.0,2600.0,245
798,24-06-2019,customer68,Item_29,36.0,48.0,1728.0,245
799,24-06-2019,customer68,Item_7,1442.0,22.0,31724.0,245
800,24-06-2019,customer68,Item_2,120.0,24.0,2880.0,245
801,24-06-2019,customer68,Item_34,48.0,65.0,3120.0,245
802,24-06-2019,customer68,Item_47,39.8,60.0,2388.0,245
803,24-06-2019,customer68,Item_16,12.0,95.0,1140.0,245
804,24-06-2019,customer68,Item_18,24.0,75.0,1800.0,245
805,24-06-2019,customer68,Item_33,26.0,30.0,780.0,245
806,24-06-2019,customer68,Item_36,24.0,85.0,2040.0,245
807,24-06-2019,customer68,Item_39,12.0,115.0,1380.0,245
808,24-06-2019,customer68,Item_41,20.0,90.0,1800.0,245
809,25-06-2019,customer61,Item_7,1897.25,22.0,41739.5,246
810,26-06-2019,customer10,Item_4,180.0,22.0,3960.0,247
811,26-06-2019,customer10,Item_4,86.0,28.0,2408.0,247
812,26-06-2019,customer10,Item_4,20.0,33.0,660.0,247
813,26-06-2019,customer10,Item_4,130.0,38.0,4940.0,247
814,26-06-2019,customer10,Item_4,20.0,43.0,860.0,247
815,26-06-2019,customer10,Item_4,52.0,53.0,2756.0,247
816,26-06-2019,customer10,Item_15,12.0,75.0,900.0,247
817,26-06-2019,customer10,Item_18,36.0,63.0,2268.0,247
818,26-06-2019,customer10,Item_18,56.7,32.0,1814.4,247
819,26-06-2019,customer10,Item_16,60.0,85.0,5100.0,247
820,26-06-2019,customer10,Item_18,48.0,76.0,3648.0,247
821,28-06-2019,customer8,Item_29,24.0,36.0,864.0,248
822,28-06-2019,customer73,Item_4,120.0,25.0,3000.0,249
823,29-06-2019,customer44,Item_6,210.0,16.5,3465.0,250
824,29-06-2019,customer44,Item_1,350.0,19.0,6650.0,250
825,29-06-2019,customer2,Item_1,20.0,19.5,390.0,251
826,30-06-2019,customer55,Item_4,7.0,40.0,280.0,252
827,02-07-2019,customer30,Item_4,50.0,32.0,1600.0,253
828,02-07-2019,customer30,Item_4,60.0,24.0,1440.0,253
829,02-07-2019,customer30,Item_1,110.0,20.0,2200.0,253
830,02-07-2019,customer30,Item_19,25.0,7.5,187.5,253
831,02-07-2019,customer4,Item_7,240.0,22.0,5280.0,254
832,02-07-2019,customer4,Item_1,20.0,20.0,400.0,254
833,05-07-2019,customer29,Item_6,606.0,16.5,9999.0,255
834,05-07-2019,customer29,Item_4,1.0,18.5,18.5,255
835,05-07-2019,customer2,Item_6,550.0,17.0,9350.0,256
836,05-07-2019,customer67,Item_6,840.0,17.0,14280.0,257
837,05-07-2019,customer49,Item_44,369.0,25.0,9225.0,258
838,05-07-2019,customer100,Item_27,380.0,50.0,19000.0,259
839,05-07-2019,customer100,Item_29,132.0,45.0,5940.0,259
840,05-07-2019,customer100,Item_16,12.0,95.0,1140.0,259
841,05-07-2019,customer100,Item_4,100.0,48.0,4800.0,259
842,06-07-2019,customer46,Item_6,500.0,17.0,8500.0,260
843,06-07-2019,customer46,Item_2,200.0,22.0,4400.0,260
844,06-07-2019,customer45,Item_36,24.0,85.0,2040.0,261
845,06-07-2019,customer45,Item_4,10.0,48.0,480.0,261
846,07-07-2019,customer8,Item_6,390.0,16.5,6435.0,262
847,07-07-2019,customer8,Item_18,32.0,55.0,1760.0,262
848,07-07-2019,customer8,Item_27,234.0,48.0,11232.0,262
849,07-07-2019,customer8,Item_29,336.0,36.0,12096.0,262
